Method,nlist,m,nprobe,L,Recall,Latency(us)
IVF-PQ(pthread)+Rerank,nlist=64,m=32,nprobe=16,L=100,0.694,2327
IVF-PQ(pthread)+Rerank,nlist=64,m=32,nprobe=16,L=200,0.8125,2317
IVF-PQ(pthread)+Rerank,nlist=64,m=32,nprobe=16,L=500,0.9245,2720
IVF-PQ(pthread)+Rerank,nlist=64,m=32,nprobe=20,L=100,0.667,2302
IVF-PQ(pthread)+Rerank,nlist=64,m=32,nprobe=20,L=200,0.7935,2245
IVF-PQ(pthread)+Rerank,nlist=64,m=32,nprobe=20,L=500,0.9115,2182
IVF-PQ(pthread)+Rerank,nlist=64,m=32,nprobe=24,L=100,0.645,2423
IVF-PQ(pthread)+Rerank,nlist=64,m=32,nprobe=24,L=200,0.779,3150
IVF-PQ(pthread)+Rerank,nlist=64,m=32,nprobe=24,L=500,0.902,2883
IVF-PQ(pthread)+Rerank,nlist=64,m=32,nprobe=32,L=100,0.618,2818
IVF-PQ(pthread)+Rerank,nlist=64,m=32,nprobe=32,L=200,0.7545,2647
IVF-PQ(pthread)+Rerank,nlist=64,m=32,nprobe=32,L=500,0.8815,2645
IVF-PQ(pthread)+Rerank,nlist=64,m=32,nprobe=64,L=100,0.552,3119
IVF-PQ(pthread)+Rerank,nlist=64,m=32,nprobe=64,L=200,0.6925,3334
IVF-PQ(pthread)+Rerank,nlist=64,m=32,nprobe=64,L=500,0.8315,3102
IVF-PQ(pthread)+Rerank,nlist=64,m=48,nprobe=4,L=100,0.788,1891
IVF-PQ(pthread)+Rerank,nlist=64,m=48,nprobe=4,L=200,0.8545,1988
IVF-PQ(pthread)+Rerank,nlist=64,m=48,nprobe=4,L=500,0.898,1917
IVF-PQ(pthread)+Rerank,nlist=64,m=48,nprobe=8,L=100,0.7485,2047
IVF-PQ(pthread)+Rerank,nlist=64,m=48,nprobe=8,L=200,0.852,1952
IVF-PQ(pthread)+Rerank,nlist=64,m=48,nprobe=8,L=500,0.9315,2016
IVF-PQ(pthread)+Rerank,nlist=64,m=48,nprobe=12,L=100,0.726,2167
IVF-PQ(pthread)+Rerank,nlist=64,m=48,nprobe=12,L=200,0.834,2112
IVF-PQ(pthread)+Rerank,nlist=64,m=48,nprobe=12,L=500,0.9315,2123
IVF-PQ(pthread)+Rerank,nlist=64,m=48,nprobe=16,L=100,0.6995,2352
IVF-PQ(pthread)+Rerank,nlist=64,m=48,nprobe=16,L=200,0.8135,2332
IVF-PQ(pthread)+Rerank,nlist=64,m=48,nprobe=16,L=500,0.924,2335
IVF-PQ(pthread)+Rerank,nlist=64,m=48,nprobe=20,L=100,0.678,2315
IVF-PQ(pthread)+Rerank,nlist=64,m=48,nprobe=20,L=200,0.793,2394
IVF-PQ(pthread)+Rerank,nlist=64,m=48,nprobe=20,L=500,0.9115,2509
IVF-PQ(pthread)+Rerank,nlist=64,m=48,nprobe=24,L=100,0.6595,2552
IVF-PQ(pthread)+Rerank,nlist=64,m=48,nprobe=24,L=200,0.7795,2498
IVF-PQ(pthread)+Rerank,nlist=64,m=48,nprobe=24,L=500,0.902,2493
IVF-PQ(pthread)+Rerank,nlist=64,m=48,nprobe=32,L=100,0.628,2730
IVF-PQ(pthread)+Rerank,nlist=64,m=48,nprobe=32,L=200,0.758,2866
IVF-PQ(pthread)+Rerank,nlist=64,m=48,nprobe=32,L=500,0.8835,3114
IVF-PQ(pthread)+Rerank,nlist=64,m=48,nprobe=64,L=100,0.5655,3269
IVF-PQ(pthread)+Rerank,nlist=64,m=48,nprobe=64,L=200,0.6935,3319
IVF-PQ(pthread)+Rerank,nlist=64,m=48,nprobe=64,L=500,0.828,3436
IVF-PQ(pthread)+Rerank,nlist=64,m=8,nprobe=4,L=100,0.654,1840
IVF-PQ(pthread)+Rerank,nlist=64,m=8,nprobe=4,L=200,0.769,1874
IVF-PQ(pthread)+Rerank,nlist=64,m=8,nprobe=4,L=500,0.862,1906
IVF-PQ(pthread)+Rerank,nlist=64,m=8,nprobe=8,L=100,0.5925,1883
IVF-PQ(pthread)+Rerank,nlist=64,m=8,nprobe=8,L=200,0.718,2011
IVF-PQ(pthread)+Rerank,nlist=64,m=8,nprobe=8,L=500,0.86,1866
IVF-PQ(pthread)+Rerank,nlist=64,m=8,nprobe=12,L=100,0.549,1900
IVF-PQ(pthread)+Rerank,nlist=64,m=8,nprobe=12,L=200,0.6875,1973
IVF-PQ(pthread)+Rerank,nlist=64,m=8,nprobe=12,L=500,0.836,1872
IVF-PQ(pthread)+Rerank,nlist=64,m=8,nprobe=16,L=100,0.525,1944
IVF-PQ(pthread)+Rerank,nlist=64,m=8,nprobe=16,L=200,0.653,1992
IVF-PQ(pthread)+Rerank,nlist=64,m=8,nprobe=16,L=500,0.813,2034
IVF-PQ(pthread)+Rerank,nlist=64,m=8,nprobe=20,L=100,0.499,2152
IVF-PQ(pthread)+Rerank,nlist=64,m=8,nprobe=20,L=200,0.627,2053
IVF-PQ(pthread)+Rerank,nlist=64,m=8,nprobe=20,L=500,0.7895,2043
IVF-PQ(pthread)+Rerank,nlist=64,m=8,nprobe=24,L=100,0.4805,2205
IVF-PQ(pthread)+Rerank,nlist=64,m=8,nprobe=24,L=200,0.6115,2233
IVF-PQ(pthread)+Rerank,nlist=64,m=8,nprobe=24,L=500,0.775,2452
IVF-PQ(pthread)+Rerank,nlist=64,m=8,nprobe=32,L=100,0.4485,2470
IVF-PQ(pthread)+Rerank,nlist=64,m=8,nprobe=32,L=200,0.587,2266
IVF-PQ(pthread)+Rerank,nlist=64,m=8,nprobe=32,L=500,0.749,2206
IVF-PQ(pthread)+Rerank,nlist=64,m=8,nprobe=64,L=100,0.3945,2663
IVF-PQ(pthread)+Rerank,nlist=64,m=8,nprobe=64,L=200,0.523,2705
IVF-PQ(pthread)+Rerank,nlist=64,m=8,nprobe=64,L=500,0.6795,2802
